Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Quantity,Discount_%,Shipping_Cost,Selling_Price,Standard_Cost,Sales_Amount,Cost_Amount
ORD128204,2023-12-26,CUST6627,PROD618,REG2,5,0.27,333,795,2889,2901.75,14445
ORD128205,2024-12-03,CUST1050,PROD678,REG2,3,0.26,345,1508,2752,3347.7599999999998,8256
ORD128206,2023-05-25,CUST1992,PROD500,REG14,4,0.21,114,3214,2150,10156.24,8600
ORD128207,2024-07-06,CUST3538,PROD137,REG8,1,0.02,468,4347,2536,4260.0599999999995,2536
ORD128208,2023-03-17,CUST4697,PROD549,REG17,1,0.19,73,3536,1410,2864.1600000000003,1410
ORD128209,2024-11-03,CUST4911,PROD740,REG6,1,0.07,244,3662,569,3405.66,569
ORD128210,2023-10-15,CUST5691,PROD110,REG5,5,0.21,88,3975,1963,15701.25,9815
ORD128211,2025-12-25,CUST2895,PROD673,REG11,5,0.02,121,1510,2153,7399.0,10765
ORD128212,2024-06-26,CUST4701,PROD876,REG11,1,0.27,203,4268,2771,3115.64,2771
ORD128213,2025-07-25,CUST5490,PROD744,REG1,5,0.2,252,4119,291,16476.0,1455
ORD128214,2025-08-25,CUST6255,PROD607,REG8,5,0.25,464,2001,290,7503.75,1450
ORD128215,2023-07-18,CUST2792,PROD388,REG19,5,0.07,303,4837,2174,22492.05,10870
ORD128216,2024-02-24,CUST4866,PROD539,REG1,2,0.11,196,1561,271,2778.58,542
ORD128217,2023-04-21,CUST2230,PROD457,REG4,2,0.08,403,2037,1131,3748.0800000000004,2262
ORD128218,2023-04-04,CUST3930,PROD602,REG5,4,0.14,89,1384,2279,4760.96,9116
ORD128219,2025-05-26,CUST3835,PROD859,REG20,1,0.06,297,2022,1661,1900.6799999999998,1661
ORD128220,2023-12-26,CUST3269,PROD129,REG2,4,0.26,65,1693,295,5011.28,1180
ORD128221,2023-10-24,CUST3932,PROD352,REG2,4,0.09,336,2337,2291,8506.68,9164
ORD128222,2023-09-18,CUST1046,PROD516,REG11,3,0.1,421,2960,2750,7992.0,8250
ORD128223,2024-12-25,CUST3325,PROD226,REG7,5,0.14,186,1769,617,7606.7,3085
ORD128224,2023-11-14,CUST4532,PROD585,REG1,4,0.23,419,1295,1003,3988.6,4012
ORD128225,2023-09-29,CUST6605,PROD440,REG7,3,0.2,186,2034,1990,4881.6,5970
ORD128226,2023-07-27,CUST2494,PROD779,REG7,5,0.1,84,3717,2650,16726.5,13250
ORD128227,2025-05-27,CUST6141,PROD551,REG14,3,0.2,233,3311,1230,7946.400000000001,3690
ORD128228,2024-02-07,CUST4266,PROD890,REG11,3,0.01,158,4899,2887,14550.03,8661
ORD128229,2024-03-18,CUST6757,PROD584,REG16,2,0.19,333,4406,2982,7137.72,5964
ORD128230,2024-08-31,CUST5430,PROD556,REG1,3,0.07,90,900,1792,2511.0,5376
ORD128231,2025-12-28,CUST2100,PROD135,REG2,5,0.05,461,1417,2117,6730.75,10585
ORD128232,2024-04-13,CUST5117,PROD606,REG1,3,0.12,108,2708,843,7149.12,2529
ORD128233,2025-03-20,CUST6835,PROD863,REG19,3,0.08,262,2034,2763,5613.84,8289
ORD128234,2025-04-03,CUST3671,PROD228,REG11,3,0.09,326,4760,2193,12994.800000000001,6579
ORD128235,2025-07-31,CUST2963,PROD431,REG9,3,0.22,489,4523,609,10583.82,1827
ORD128236,2025-05-25,CUST3128,PROD422,REG13,3,0.16,393,3891,2849,9805.32,8547
ORD128237,2024-04-05,CUST3492,PROD808,REG19,4,0.2,146,3367,2876,10774.400000000001,11504
ORD128238,2023-04-01,CUST6087,PROD704,REG15,3,0.18,81,4085,2682,10049.1,8046
ORD128239,2023-10-16,CUST6548,PROD802,REG1,4,0.03,476,3176,2987,12322.88,11948
ORD128240,2025-03-04,CUST3216,PROD436,REG7,1,0.03,418,2927,2390,2839.19,2390
ORD128241,2025-10-01,CUST3097,PROD534,REG14,1,0.12,298,1076,2934,946.88,2934
ORD128242,2024-08-13,CUST6449,PROD377,REG18,3,0.05,274,2665,1864,7595.25,5592
ORD128243,2024-07-09,CUST2772,PROD540,REG5,5,0.01,351,4725,1431,23388.75,7155
ORD128244,2024-08-05,CUST4754,PROD747,REG18,2,0.13,148,1867,1654,3248.58,3308
ORD128245,2024-07-01,CUST1978,PROD705,REG5,4,0.28,166,2757,2280,7940.16,9120
ORD128246,2024-07-11,CUST4825,PROD843,REG13,3,0.02,222,2608,997,7667.5199999999995,2991
ORD128247,2025-08-03,CUST1090,PROD283,REG18,5,0.04,489,4593,685,22046.399999999998,3425
ORD128248,2023-08-12,CUST3567,PROD504,REG13,2,0.1,219,1935,701,3483.0,1402
ORD128249,2025-02-09,CUST1529,PROD746,REG20,5,0.18,245,4801,2011,19684.100000000002,10055
ORD128250,2025-11-14,CUST3925,PROD721,REG6,2,0.07,255,4877,2751,9071.22,5502
ORD128251,2024-11-07,CUST1861,PROD163,REG8,2,0.22,292,929,2878,1449.24,5756
ORD128252,2023-06-13,CUST2176,PROD624,REG5,3,0.25,88,2813,718,6329.25,2154
ORD128253,2023-10-18,CUST6170,PROD327,REG12,1,0.17,454,717,1382,595.11,1382
ORD128254,2023-02-14,CUST1640,PROD597,REG3,5,0.06,175,4160,1053,19552.0,5265
ORD128255,2024-01-03,CUST6477,PROD812,REG15,5,0.15,411,2888,698,12274.0,3490
ORD128256,2025-01-06,CUST2485,PROD497,REG18,3,0.05,216,4479,2050,12765.15,6150
ORD128257,2023-05-26,CUST4059,PROD883,REG15,4,0.17,331,3950,803,13114.0,3212
ORD128258,2025-07-11,CUST6102,PROD658,REG2,1,0.02,261,2521,772,2470.58,772
ORD128259,2023-12-16,CUST5440,PROD499,REG8,5,0.03,229,4041,1696,19598.85,8480
ORD128260,2025-03-09,CUST1319,PROD242,REG8,2,0.01,405,3358,1390,6648.84,2780
ORD128261,2025-04-14,CUST3567,PROD550,REG17,3,0.29,190,3035,1767,6464.549999999999,5301
ORD128262,2025-08-05,CUST4003,PROD872,REG18,5,0.12,447,2579,324,11347.6,1620
ORD128263,2025-10-30,CUST5242,PROD700,REG20,1,0.22,305,3659,2778,2854.02,2778
ORD128264,2024-06-03,CUST2085,PROD455,REG10,4,0.29,84,4629,1999,13146.359999999999,7996
ORD128265,2025-11-23,CUST6031,PROD574,REG4,2,0.07,57,3247,2984,6039.419999999999,5968
ORD128266,2023-08-22,CUST5469,PROD573,REG19,5,0.09,407,2247,1762,10223.85,8810
ORD128267,2024-06-07,CUST2332,PROD598,REG6,5,0.27,124,2263,2579,8259.949999999999,12895
ORD128268,2025-01-19,CUST5720,PROD497,REG18,3,0.1,491,4479,2050,12093.300000000001,6150
ORD128269,2025-08-10,CUST1881,PROD209,REG17,2,0.25,57,3628,2598,5442.0,5196
ORD128270,2024-01-21,CUST5968,PROD420,REG8,4,0.04,140,3805,1127,14611.199999999999,4508
ORD128271,2023-09-30,CUST5985,PROD573,REG12,1,0.28,464,2247,1762,1617.84,1762
ORD128272,2025-04-23,CUST3127,PROD783,REG5,5,0.02,91,867,2280,4248.3,11400
ORD128273,2023-11-23,CUST6510,PROD336,REG15,4,0.02,299,1210,1048,4743.2,4192
ORD128274,2023-12-01,CUST2972,PROD391,REG19,2,0.21,492,4445,961,7023.1,1922
ORD128275,2024-05-28,CUST2261,PROD373,REG3,1,0.16,163,2095,892,1759.8,892
ORD128276,2023-01-27,CUST1682,PROD314,REG3,5,0.14,487,2392,384,10285.6,1920
ORD128277,2024-10-26,CUST6901,PROD427,REG7,2,0.24,454,2036,2048,3094.7200000000003,4096
ORD128278,2023-05-20,CUST3982,PROD277,REG14,4,0.05,360,1556,1193,5912.799999999999,4772
ORD128279,2023-04-05,CUST5375,PROD192,REG15,5,0.24,147,2085,264,7923.0,1320
ORD128280,2023-06-17,CUST2245,PROD143,REG14,5,0.02,94,2230,2437,10927.0,12185
ORD128281,2023-01-28,CUST1247,PROD797,REG1,1,0.08,460,3127,735,2876.84,735
ORD128282,2024-08-06,CUST3848,PROD439,REG8,2,0.06,216,2645,2491,4972.599999999999,4982
ORD128283,2025-10-10,CUST1853,PROD308,REG10,2,0.21,146,3710,531,5861.8,1062
ORD128284,2023-11-04,CUST4017,PROD612,REG2,2,0.25,138,3137,389,4705.5,778
ORD128285,2023-05-14,CUST2597,PROD562,REG13,4,0.18,277,1545,2038,5067.6,8152
ORD128286,2025-02-24,CUST5554,PROD177,REG18,2,0.16,99,3698,795,6212.639999999999,1590
ORD128287,2024-12-04,CUST1462,PROD357,REG9,5,0.29,398,1912,694,6787.599999999999,3470
ORD128288,2024-05-09,CUST2393,PROD363,REG3,5,0.23,497,3655,1566,14071.75,7830
ORD128289,2023-12-21,CUST5463,PROD607,REG4,1,0.12,132,2001,290,1760.88,290
ORD128290,2024-06-30,CUST6558,PROD831,REG6,3,0.19,166,3475,1019,8444.25,3057
ORD128291,2024-09-29,CUST3040,PROD237,REG4,4,0.21,130,3479,320,10993.640000000001,1280
ORD128292,2025-11-06,CUST3061,PROD364,REG7,2,0.01,176,4377,2359,8666.46,4718
ORD128293,2023-04-20,CUST1607,PROD362,REG5,4,0.15,191,2127,426,7231.8,1704
ORD128294,2023-01-10,CUST3585,PROD262,REG2,5,0.17,374,4493,1904,18645.95,9520
ORD128295,2024-07-16,CUST6884,PROD263,REG1,3,0.19,177,2372,1997,5763.96,5991
ORD128296,2025-04-28,CUST2028,PROD555,REG12,4,0.11,258,2189,1178,7792.84,4712
ORD128297,2025-01-18,CUST1942,PROD557,REG3,5,0.21,361,515,533,2034.25,2665
ORD128298,2024-08-31,CUST6323,PROD794,REG15,3,0.21,349,4751,1623,11259.87,4869
ORD128299,2024-04-10,CUST3588,PROD357,REG13,3,0.02,220,1912,694,5621.28,2082
ORD128300,2023-06-26,CUST4151,PROD122,REG13,2,0.03,134,3744,2902,7263.36,5804
ORD128301,2025-09-12,CUST3014,PROD845,REG1,3,0.23,492,2905,1316,6710.55,3948
ORD128302,2025-05-29,CUST6598,PROD439,REG9,3,0.02,482,2645,2491,7776.3,7473
ORD128303,2025-08-18,CUST6115,PROD570,REG16,3,0.07,240,4270,1641,11913.3,4923
ORD128304,2025-06-13,CUST2907,PROD313,REG11,3,0.12,305,1846,2354,4873.44,7062
ORD128305,2023-09-23,CUST2468,PROD469,REG4,4,0.16,296,3824,2789,12848.64,11156
ORD128306,2023-01-25,CUST5335,PROD381,REG5,2,0.22,182,3214,795,5013.84,1590
ORD128307,2025-12-24,CUST6767,PROD451,REG7,1,0.06,238,3942,1685,3705.4799999999996,1685
ORD128308,2024-03-02,CUST4542,PROD781,REG11,1,0.29,102,3958,2310,2810.18,2310
ORD128309,2025-04-02,CUST2223,PROD378,REG3,2,0.23,432,2763,674,4255.02,1348
ORD128310,2024-03-30,CUST1385,PROD593,REG8,1,0.13,335,3521,2577,3063.27,2577
ORD128311,2025-01-16,CUST4482,PROD689,REG16,2,0.17,458,4751,2925,7886.66,5850
ORD128312,2024-07-25,CUST6014,PROD776,REG15,5,0.24,88,4433,2846,16845.4,14230
ORD128313,2024-06-09,CUST1296,PROD736,REG6,3,0.09,178,4066,897,11100.18,2691
ORD128314,2023-03-28,CUST4439,PROD385,REG7,4,0.29,196,2655,1949,7540.2,7796
ORD128315,2025-11-03,CUST6516,PROD418,REG20,3,0.13,275,2834,2464,7396.74,7392
ORD128316,2024-01-28,CUST3526,PROD898,REG20,3,0.17,291,4419,2978,11003.31,8934
ORD128317,2024-11-15,CUST6740,PROD310,REG1,5,0.21,402,1601,1808,6323.950000000001,9040
ORD128318,2024-05-28,CUST5794,PROD525,REG2,1,0.05,381,1792,2847,1702.3999999999999,2847
ORD128319,2025-01-25,CUST3195,PROD221,REG3,1,0.16,326,2637,2630,2215.08,2630
ORD128320,2023-06-09,CUST6977,PROD473,REG18,1,0.16,95,507,364,425.88,364
ORD128321,2023-08-06,CUST3699,PROD699,REG10,4,0.05,118,4703,271,17871.399999999998,1084
ORD128322,2025-02-21,CUST5724,PROD597,REG4,5,0.04,490,4160,1053,19968.0,5265
ORD128323,2024-06-29,CUST5484,PROD666,REG14,5,0.09,188,4145,1614,18859.75,8070
ORD128324,2023-02-09,CUST4498,PROD195,REG2,2,0.04,74,2201,1008,4225.92,2016
ORD128325,2023-01-26,CUST3006,PROD228,REG15,3,0.25,267,4760,2193,10710.0,6579
ORD128326,2024-05-05,CUST1461,PROD411,REG12,5,0.01,446,2206,1019,10919.7,5095
ORD128327,2025-11-14,CUST2520,PROD366,REG6,3,0.11,122,3533,318,9433.11,954
ORD128328,2023-07-18,CUST3214,PROD703,REG9,2,0.26,485,4313,892,6383.24,1784
ORD128329,2024-01-06,CUST4590,PROD833,REG10,5,0.23,106,1046,2998,4027.1,14990
ORD128330,2023-04-01,CUST4193,PROD124,REG12,4,0.2,261,4907,1880,15702.400000000001,7520
ORD128331,2024-02-03,CUST3850,PROD526,REG10,1,0.09,58,477,1501,434.07,1501
ORD128332,2024-04-04,CUST5965,PROD479,REG10,4,0.18,305,4825,591,15826.000000000002,2364
ORD128333,2024-07-10,CUST4277,PROD336,REG2,5,0.07,420,1210,1048,5626.5,5240
ORD128334,2023-08-13,CUST6556,PROD509,REG13,5,0.28,102,4190,2586,15084.0,12930
ORD128335,2025-02-27,CUST1784,PROD619,REG9,2,0.12,59,897,883,1578.72,1766
ORD128336,2023-03-30,CUST2811,PROD588,REG9,4,0.19,189,4400,567,14256.000000000002,2268
ORD128337,2024-07-26,CUST1545,PROD213,REG2,3,0.23,302,4424,2426,10219.44,7278
ORD128338,2024-12-12,CUST1637,PROD551,REG18,5,0.02,286,3311,1230,16223.9,6150
ORD128339,2023-12-10,CUST4357,PROD286,REG18,4,0.22,258,1016,1225,3169.92,4900
ORD128340,2024-04-14,CUST1625,PROD337,REG3,1,0.09,379,3744,1532,3407.04,1532
ORD128341,2025-06-30,CUST5903,PROD278,REG15,2,0.03,145,3039,2176,5895.66,4352
ORD128342,2025-04-18,CUST3444,PROD113,REG16,2,0.07,397,2795,1796,5198.7,3592
ORD128343,2025-02-24,CUST5018,PROD235,REG16,3,0.12,313,4404,626,11626.56,1878
ORD128344,2025-10-15,CUST1901,PROD653,REG12,5,0.07,444,2663,2748,12382.949999999999,13740
ORD128345,2025-11-12,CUST1823,PROD870,REG19,3,0.24,300,3387,1201,7722.36,3603
ORD128346,2024-06-21,CUST1504,PROD570,REG16,5,0.2,423,4270,1641,17080.0,8205
ORD128347,2023-08-18,CUST2114,PROD397,REG6,1,0.11,342,4536,992,4037.04,992
ORD128348,2023-05-10,CUST1636,PROD774,REG19,5,0.1,102,2585,2536,11632.5,12680
ORD128349,2024-09-18,CUST2111,PROD663,REG9,4,0.08,317,3521,448,12957.28,1792
ORD128350,2023-06-15,CUST1358,PROD470,REG3,4,0.06,380,3600,1355,13536.0,5420
ORD128351,2024-11-12,CUST4353,PROD821,REG11,2,0.15,462,3582,579,6089.4,1158
ORD128352,2024-07-28,CUST6524,PROD357,REG18,1,0.14,117,1912,694,1644.32,694
ORD128353,2023-08-31,CUST6659,PROD688,REG7,1,0.13,203,2868,903,2495.16,903
ORD128354,2024-01-03,CUST6380,PROD715,REG14,4,0.1,162,1515,842,5454.0,3368
ORD128355,2024-11-29,CUST3409,PROD531,REG7,1,0.05,217,3827,2192,3635.6499999999996,2192
ORD128356,2024-09-18,CUST1849,PROD292,REG16,3,0.1,139,4364,787,11782.800000000001,2361
ORD128357,2023-09-15,CUST2799,PROD810,REG16,5,0.07,235,1777,2928,8263.05,14640
ORD128358,2023-07-26,CUST4818,PROD236,REG7,3,0.27,176,1584,1688,3468.96,5064
ORD128359,2023-09-13,CUST2185,PROD147,REG13,1,0.29,491,1491,1608,1058.61,1608
ORD128360,2023-09-04,CUST1566,PROD298,REG3,4,0.25,377,2246,2776,6738.0,11104
ORD128361,2023-06-27,CUST5885,PROD149,REG3,1,0.02,383,1896,2193,1858.08,2193
ORD128362,2023-02-07,CUST6206,PROD294,REG5,1,0.01,342,3136,2389,3104.64,2389
ORD128363,2024-01-27,CUST4636,PROD892,REG9,3,0.11,190,1377,2513,3676.59,7539
ORD128364,2024-08-14,CUST1310,PROD772,REG2,5,0.05,287,589,446,2797.75,2230
ORD128365,2024-10-21,CUST5506,PROD861,REG13,3,0.29,210,1588,1559,3382.44,4677
ORD128366,2025-03-04,CUST4194,PROD751,REG9,4,0.12,289,374,1777,1316.48,7108
ORD128367,2025-07-19,CUST5429,PROD877,REG17,2,0.01,150,4100,1461,8118.0,2922
ORD128368,2023-05-01,CUST4955,PROD467,REG20,2,0.28,175,4396,1299,6330.24,2598
ORD128369,2023-12-03,CUST4411,PROD583,REG13,3,0.29,397,2578,722,5491.139999999999,2166
ORD128370,2024-11-14,CUST6017,PROD866,REG17,4,0.19,431,3618,2650,11722.320000000002,10600
ORD128371,2023-05-15,CUST5136,PROD739,REG14,1,0.03,292,3499,2166,3394.0299999999997,2166
ORD128372,2025-11-24,CUST1966,PROD547,REG11,3,0.17,54,1975,2605,4917.75,7815
ORD128373,2025-11-01,CUST2751,PROD573,REG12,2,0.07,344,2247,1762,4179.42,3524
ORD128374,2024-01-04,CUST5168,PROD732,REG12,5,0.06,256,699,904,3285.2999999999997,4520
ORD128375,2025-11-30,CUST5842,PROD705,REG17,3,0.25,336,2757,2280,6203.25,6840
ORD128376,2023-02-23,CUST5836,PROD657,REG17,1,0.01,144,3628,493,3591.72,493
ORD128377,2023-10-08,CUST2470,PROD118,REG1,2,0.25,217,4601,1161,6901.5,2322
ORD128378,2023-09-06,CUST4402,PROD581,REG11,3,0.0,76,949,2299,2847.0,6897
ORD128379,2025-10-17,CUST2731,PROD483,REG7,5,0.29,358,4429,642,15722.949999999999,3210
ORD128380,2025-06-08,CUST3267,PROD511,REG6,2,0.21,266,3483,1509,5503.14,3018
ORD128381,2024-08-09,CUST1176,PROD507,REG11,1,0.02,175,804,1971,787.92,1971
ORD128382,2023-12-23,CUST4546,PROD844,REG12,4,0.27,159,3116,298,9098.72,1192
ORD128383,2024-05-01,CUST6968,PROD419,REG19,1,0.23,491,3751,522,2888.27,522
ORD128384,2025-12-04,CUST3407,PROD276,REG13,3,0.06,230,3454,1539,9740.279999999999,4617
ORD128385,2024-06-15,CUST2258,PROD700,REG9,4,0.14,148,3659,2778,12586.96,11112
ORD128386,2025-01-26,CUST5235,PROD414,REG7,3,0.16,451,497,256,1252.44,768
ORD128387,2025-09-09,CUST5583,PROD591,REG13,4,0.26,295,1419,266,4200.24,1064
ORD128388,2023-07-26,CUST4356,PROD171,REG12,4,0.19,108,1077,734,3489.48,2936
ORD128389,2024-11-09,CUST1601,PROD640,REG20,1,0.18,357,3840,2993,3148.8,2993
ORD128390,2023-10-12,CUST4122,PROD842,REG9,1,0.12,128,4608,1393,4055.04,1393
ORD128391,2025-07-26,CUST5793,PROD311,REG1,1,0.21,388,4487,1304,3544.73,1304
ORD128392,2023-04-06,CUST6597,PROD742,REG11,1,0.29,241,1936,444,1374.56,444
ORD128393,2025-04-03,CUST2309,PROD357,REG10,5,0.27,150,1912,694,6978.8,3470
ORD128394,2025-06-01,CUST5415,PROD842,REG8,2,0.11,298,4608,1393,8202.24,2786
ORD128395,2024-05-24,CUST6298,PROD415,REG18,2,0.22,351,4031,1391,6288.360000000001,2782
ORD128396,2025-04-05,CUST5227,PROD378,REG3,5,0.06,127,2763,674,12986.099999999999,3370
ORD128397,2023-03-02,CUST1599,PROD407,REG1,4,0.07,153,3037,1956,11297.64,7824
ORD128398,2023-03-30,CUST4068,PROD389,REG3,5,0.17,422,2786,2848,11561.9,14240
ORD128399,2023-03-11,CUST3247,PROD259,REG16,2,0.01,158,3177,2986,6290.46,5972
ORD128400,2024-11-15,CUST1606,PROD638,REG9,4,0.02,50,4387,1107,17197.04,4428
ORD128401,2024-01-28,CUST4516,PROD564,REG16,1,0.12,262,3321,1880,2922.48,1880
ORD128402,2024-09-15,CUST1673,PROD336,REG7,2,0.06,53,1210,1048,2274.7999999999997,2096
ORD128403,2024-04-10,CUST6434,PROD749,REG14,1,0.26,460,2534,383,1875.16,383
ORD128404,2025-10-18,CUST2824,PROD480,REG11,2,0.28,131,3654,786,5261.76,1572
ORD128405,2024-03-07,CUST4879,PROD773,REG13,2,0.12,59,4215,2066,7418.4,4132
ORD128406,2025-07-23,CUST3120,PROD473,REG16,4,0.27,426,507,364,1480.44,1456
ORD128407,2023-10-01,CUST1851,PROD609,REG13,2,0.3,74,2343,2619,3280.2,5238
ORD128408,2023-08-21,CUST1807,PROD556,REG11,5,0.16,412,900,1792,3780.0,8960
ORD128409,2025-06-03,CUST1942,PROD812,REG1,4,0.26,282,2888,698,8548.48,2792
ORD128410,2025-05-05,CUST4757,PROD781,REG4,5,0.03,262,3958,2310,19196.3,11550
ORD128411,2025-03-13,CUST2642,PROD752,REG5,3,0.02,273,3722,252,10942.68,756
ORD128412,2024-12-10,CUST5116,PROD383,REG12,4,0.0,436,1500,835,6000.0,3340
ORD128413,2025-04-28,CUST5557,PROD728,REG14,3,0.09,421,1964,1793,5361.72,5379
ORD128414,2025-12-31,CUST4625,PROD258,REG12,4,0.3,377,4254,2904,11911.199999999999,11616
ORD128415,2023-06-03,CUST5909,PROD747,REG16,3,0.03,339,1867,1654,5432.97,4962
ORD128416,2023-09-11,CUST5210,PROD837,REG4,3,0.11,366,600,1803,1602.0,5409
ORD128417,2024-11-22,CUST1370,PROD682,REG8,1,0.18,266,3711,280,3043.0200000000004,280
ORD128418,2023-01-08,CUST1016,PROD469,REG3,3,0.21,423,3824,2789,9062.880000000001,8367
ORD128419,2023-02-04,CUST4402,PROD454,REG2,4,0.05,158,1020,2293,3876.0,9172
ORD128420,2025-03-12,CUST4575,PROD795,REG11,3,0.27,473,2618,2490,5733.42,7470
ORD128421,2023-05-20,CUST3089,PROD257,REG5,4,0.26,348,3130,2534,9264.8,10136
ORD128422,2023-06-04,CUST1228,PROD711,REG10,1,0.02,78,3044,2115,2983.12,2115
ORD128423,2024-10-20,CUST3823,PROD824,REG14,5,0.03,261,2652,900,12862.199999999999,4500
ORD128424,2023-11-09,CUST2155,PROD787,REG6,3,0.01,150,2124,2498,6308.28,7494
ORD128425,2024-07-19,CUST1486,PROD881,REG6,3,0.29,446,1923,2328,4095.99,6984
ORD128426,2024-12-01,CUST3665,PROD815,REG16,3,0.24,387,4558,2268,10392.24,6804
ORD128427,2024-02-06,CUST1138,PROD644,REG4,3,0.29,497,4594,1237,9785.22,3711
ORD128428,2025-01-02,CUST5244,PROD345,REG2,5,0.16,496,2506,1035,10525.199999999999,5175
ORD128429,2024-01-19,CUST3435,PROD529,REG4,3,0.28,110,4570,2676,9871.199999999999,8028
ORD128430,2025-05-01,CUST2262,PROD227,REG13,5,0.02,192,2181,2982,10686.9,14910
ORD128431,2024-10-22,CUST6866,PROD221,REG5,5,0.09,244,2637,2630,11998.35,13150
ORD128432,2025-02-21,CUST2310,PROD209,REG2,1,0.24,386,3628,2598,2757.28,2598
ORD128433,2023-12-09,CUST2972,PROD180,REG8,3,0.06,366,2796,429,7884.719999999999,1287
ORD128434,2025-05-05,CUST1254,PROD644,REG2,5,0.08,341,4594,1237,21132.4,6185
ORD128435,2024-07-29,CUST6391,PROD265,REG12,1,0.03,264,3258,2253,3160.2599999999998,2253
ORD128436,2025-02-20,CUST3930,PROD161,REG20,4,0.08,340,510,1806,1876.8000000000002,7224
ORD128437,2024-05-17,CUST3151,PROD860,REG13,1,0.24,116,2012,1608,1529.1200000000001,1608
ORD128438,2024-07-19,CUST6109,PROD767,REG8,5,0.01,277,1409,2519,6974.55,12595
ORD128439,2024-10-01,CUST5144,PROD781,REG15,1,0.22,326,3958,2310,3087.2400000000002,2310
ORD128440,2025-04-02,CUST3345,PROD544,REG11,4,0.11,237,2669,2240,9501.64,8960
ORD128441,2024-11-22,CUST3359,PROD451,REG4,1,0.17,73,3942,1685,3271.8599999999997,1685
ORD128442,2024-10-20,CUST2501,PROD178,REG20,2,0.29,130,1275,572,1810.5,1144
ORD128443,2023-07-03,CUST4011,PROD124,REG3,4,0.28,362,4907,1880,14132.16,7520
ORD128444,2024-04-18,CUST2523,PROD839,REG17,4,0.08,460,2378,1036,8751.04,4144
ORD128445,2023-04-07,CUST2880,PROD442,REG19,2,0.14,447,4533,2129,7796.76,4258
ORD128446,2023-12-02,CUST2574,PROD581,REG7,5,0.29,377,949,2299,3368.95,11495
ORD128447,2024-02-07,CUST4305,PROD815,REG10,5,0.14,68,4558,2268,19599.4,11340
ORD128448,2023-08-24,CUST4375,PROD601,REG16,1,0.1,97,1041,2974,936.9,2974
ORD128449,2024-08-28,CUST1318,PROD618,REG12,5,0.13,444,795,2889,3458.25,14445
ORD128450,2023-08-11,CUST1534,PROD861,REG17,3,0.01,434,1588,1559,4716.36,4677
ORD128451,2025-07-04,CUST5461,PROD771,REG6,2,0.19,407,1770,2183,2867.4,4366
ORD128452,2024-09-14,CUST3348,PROD546,REG20,1,0.2,393,4362,2800,3489.6000000000004,2800
ORD128453,2023-03-03,CUST5993,PROD123,REG2,2,0.17,438,3783,933,6279.78,1866
ORD128454,2023-08-27,CUST4074,PROD378,REG9,3,0.02,205,2763,674,8123.22,2022
ORD128455,2024-07-11,CUST3836,PROD522,REG4,3,0.08,344,1007,2554,2779.32,7662
ORD128456,2025-01-25,CUST2287,PROD325,REG5,4,0.28,419,4487,1638,12922.56,6552
ORD128457,2024-08-29,CUST5314,PROD835,REG11,4,0.15,441,2976,2004,10118.4,8016
ORD128458,2024-01-20,CUST3595,PROD240,REG4,4,0.16,79,3931,573,13208.16,2292
ORD128459,2025-07-31,CUST4895,PROD131,REG20,1,0.17,109,3947,1155,3276.0099999999998,1155
ORD128460,2023-12-29,CUST5719,PROD302,REG15,4,0.2,217,2489,2797,7964.8,11188
ORD128461,2024-07-25,CUST4400,PROD595,REG16,3,0.25,78,3606,2501,8113.5,7503
ORD128462,2025-09-03,CUST2863,PROD683,REG1,4,0.12,132,2058,1700,7244.16,6800
ORD128463,2025-08-17,CUST3868,PROD387,REG3,4,0.07,160,2576,1198,9582.72,4792
ORD128464,2025-12-14,CUST3160,PROD565,REG12,2,0.02,75,2648,1084,5190.08,2168
ORD128465,2023-10-14,CUST3277,PROD182,REG2,2,0.19,438,4442,1209,7196.040000000001,2418
ORD128466,2025-06-19,CUST4778,PROD693,REG1,4,0.1,300,2469,1938,8888.4,7752
ORD128467,2025-06-05,CUST3796,PROD201,REG5,2,0.23,153,4668,730,7188.72,1460
ORD128468,2024-11-24,CUST5489,PROD716,REG20,2,0.16,458,4580,353,7694.4,706
ORD128469,2023-06-30,CUST6344,PROD820,REG14,4,0.2,225,4530,1457,14496.0,5828
ORD128470,2025-10-23,CUST2957,PROD398,REG13,5,0.24,384,4991,2593,18965.8,12965
ORD128471,2024-01-30,CUST6402,PROD428,REG5,1,0.01,473,682,2900,675.18,2900
ORD128472,2023-10-25,CUST3973,PROD402,REG4,3,0.17,111,4128,2197,10278.72,6591
ORD128473,2024-11-25,CUST6193,PROD222,REG5,4,0.19,476,4915,1871,15924.6,7484
ORD128474,2025-06-27,CUST5391,PROD664,REG3,3,0.02,71,1619,1739,4759.86,5217
ORD128475,2023-05-20,CUST6223,PROD434,REG13,3,0.16,255,2718,476,6849.36,1428
ORD128476,2025-01-19,CUST3701,PROD260,REG16,4,0.24,323,3302,2384,10038.08,9536
ORD128477,2023-01-10,CUST4758,PROD388,REG15,5,0.05,419,4837,2174,22975.75,10870
ORD128478,2025-06-15,CUST3750,PROD607,REG11,3,0.17,84,2001,290,4982.49,870
ORD128479,2025-08-10,CUST5746,PROD410,REG4,2,0.17,476,1414,1587,2347.24,3174
ORD128480,2023-03-12,CUST3718,PROD510,REG4,1,0.13,464,386,487,335.82,487
